Probe ID,Gene Symbol,GenBank Accession,Adjusted p-value,GSM1249165,GSM1249166,GSM1249167,GSM1249170,GSM1249171,GSM1249172
A_52_P184618,Bach2,NM_001109661,0.5870594,9.887,10.501,9.709,10.407,10.179,10.263
A_52_P663742,Ganc,NM_172672,0.5870696,8.118,7.94,8.291,7.811,8.59,9.2
A_51_P393524,Rnps1,NM_009070,0.5870706,13.596,14.033,13.703,13.971,13.893,13.875
A_52_P503730,Fchsd2,NM_199012,0.5870706,10.89,10.909,10.732,10.921,10.806,11.17
A_51_P148290,Azin2,NM_172875,0.5870758,8.539,8.368,8.421,7.888,9.614,9.529
A_52_P674803,Pnpla6,NM_015801,0.5870758,8.56,8.403,9.337,8.28,9.715,10.347
A_52_P224323,Pard3,NM_001013581,0.5871568,7.733,8.389,8.172,8.583,7.009,7.019
A_51_P479618,Rdh5,NM_134006,0.5872443,10.961,11.766,12.434,11.795,12.497,12.301
A_52_P240878,Adora2a,NM_009630,0.5874123,10.115,10.632,10.111,9.875,11.215,11.212
A_52_P102002,Srrd,NM_027323,0.587525,10.295,9.697,9.795,9.837,10.277,10.465
A_51_P349015,Pacrg,NM_027032,0.5875714,10.37,9.637,10.378,9.266,10.249,9.738
A_51_P439711,Rif1,NM_175238,0.5875714,8.67,8.987,9.826,8.399,10.708,11.151
A_51_P463321,Kdm1a,NM_133872,0.5875714,12.848,12.865,13.335,17.231,13.043,13.022
A_52_P179178,Bend3,NM_199028,0.5875714,9.647,9.62,9.881,10.488,9.686,9.778
A_52_P21459,Tmem176b,NM_023056,0.5875714,10.553,10.001,10.117,10.078,10.045,10.04
A_52_P652999,Sorbs1,NM_178362,0.5875714,10.494,10.341,10.122,9.983,10.195,10.332
A_52_P8766,Plpp6,NM_028922,0.5875714,9.704,9.088,9.059,9.487,8.778,8.491
A_52_P858226,2810452K05Rik,AK013332,0.5877221,8.506,9.201,9.176,9.563,9.01,9.158
A_51_P308549,Dnaja4,NM_021422,0.5877815,7.506,7.557,7.834,7.641,7.347,7.509
A_52_P639025,Tmem57,NM_025382,0.5877815,7.848,7.535,7.516,7.423,8.106,8.15
A_51_P487384,Tax1bp3,NM_029564,0.587809,10.037,9.929,10.552,10.049,10.608,10.708
A_51_P132459,Rpl27a,NM_011975,0.5878457,14.199,14.216,14.406,14.444,13.918,13.87
A_52_P385375,Angel2,NM_021421,0.5878457,7.115,6.955,7.275,7.035,6.804,7.112
A_52_P70261,Stat1,NM_009283,0.587889,8.098,8.273,7.936,7.652,9.142,8.955
A_51_P169516,Ppp1r3d,NM_001085501,0.588037,10.403,11.04,10.81,10.786,11.043,11.041
A_52_P676219,Dzip1l,NM_028258,0.588037,6.799,6.553,6.811,6.521,7.174,7.168
A_52_P486322,Fzr1,NM_019757,0.5881269,13.209,12.96,12.742,12.548,12.894,12.924
A_51_P234253,Sdcbp2,NM_145535,0.5881425,7.551,7.044,7.515,8.065,7.415,7.438
A_51_P419925,Arhgef40,NM_001145922,0.5881425,8.152,8.424,8.261,7.517,9.678,10.003
A_52_P110689,Orc3,NM_015824,0.5881425,7.672,7.78,7.435,7.273,7.479,7.672
A_52_P648203,Gm5803,NM_001165971,0.5881425,9.9,10.833,9.736,10.23,9.666,9.219
A_51_P471513,Socs4,AK080408,0.588218,9.344,9.482,9.429,9.34,9.056,9.471
A_52_P587611,E2f1,NM_007891,0.588218,7.541,7.705,7.462,7.453,8.032,7.771
A_51_P343116,Syt7,NM_018801,0.5882192,7.04,6.501,6.741,6.742,7.235,6.942
A_51_P499153,Cog3,NM_177381,0.5882192,11.22,11.397,11.042,11.26,11.324,11.41
A_52_P357265,Pitpnc1,NM_145823,0.5886304,10.27,10.17,10.31,9.379,10.034,10.417
A_51_P284686,Aak1,NM_001040106,0.5886474,15.509,15.826,15.529,15.416,15.655,15.396
A_51_P372147,Synj2bp,NM_025292,0.5886474,12.517,12.609,12.457,12.345,12.938,12.885
A_51_P285217,Marf1,BC031575,0.5887182,7.07,6.911,7.097,6.925,7.212,7.369
A_52_P250664,,,0.5888081,9.819,10.988,10.362,10.28,9.158,10.233
A_51_P217227,Efr3b,NM_001082483,0.5888707,12.119,12.813,12.117,12.354,12.799,12.702
A_52_P524065,Wbscr17,NM_145218,0.5888707,7.893,7.323,7.662,7.421,7.42,7.528
A_52_P419405,Arhgdia,NM_133796,0.5888813,13.168,12.426,12.248,11.906,12.588,12.313
A_51_P446132,Rab2b,NM_172601,0.588901,12.139,12.172,12.406,12.312,12.547,12.236
A_52_P106429,Dnaja1,NM_008298,0.588901,14.363,14.76,14.362,14.637,14.126,14.03
A_52_P161167,Wdr12,NM_021312,0.588901,8.798,8.933,9.115,9.418,9.045,8.914
A_52_P239850,Crebbp,NM_001025432,0.5889315,6.543,6.435,6.647,6.463,6.901,6.683
A_52_P362805,Setx,NM_198033,0.5889315,6.689,6.783,7.196,6.64,7.439,7.591
A_51_P165834,Dclk2,NM_027539,0.5889679,13.17,13.134,13.204,13.03,13.232,13.039
A_52_P92398,Bbs12,NM_001008502,0.5889679,8.524,8.261,8.234,7.745,8.386,8.242
A_51_P410361,Lin7a,NM_001039354,0.5889964,9.938,10.231,10.46,9.313,12.077,12.011
A_52_P276537,Ralgps2,NM_023884,0.5889969,7.037,6.984,7.45,7.153,7.416,7.417
A_52_P558939,Rab3gap1,NM_178690,0.5889969,11.406,11.655,11.236,11.269,11.769,12.008
A_51_P232901,Cnp,NM_009923,0.5890288,13.435,12.681,13.698,12.665,14.594,14.784
A_51_P457388,Phc2,NM_018774,0.5891642,13.819,13.82,13.682,13.534,14.438,14.164
A_52_P1180506,Gm2137,AK082723,0.5891642,8.741,8.674,8.577,8.965,8.586,8.8
A_52_P197215,Sec14l1,NM_028777,0.5891642,11.048,10.631,10.511,10.068,10.765,10.566
A_51_P125351,Lce1b,NM_026822,0.5892256,7.727,8.199,7.321,7.571,8.725,8.209
A_51_P516133,Hist1h1c,NM_015786,0.5892256,11.872,11.477,11.901,11.615,12.283,12.072
A_52_P73214,Gtf3c4,NM_172977,0.5892256,8.703,8.905,9.124,9.182,8.994,8.972
A_52_P644984,,,0.5892721,14.474,13.48,13.488,13.183,13.195,13.865
A_51_P270206,Cep83,NM_029852,0.5894921,11.553,11.76,11.688,11.819,11.295,11.36
A_51_P205170,Zfp282,NM_146175,0.5894927,9.185,9.019,9.323,8.552,10.654,10.28
A_51_P315646,Nfs1,NM_010911,0.5894927,12.96,13.171,12.981,12.762,13.559,13.674
A_52_P246081,Lrrc40,NM_024194,0.5894927,7.392,7.792,7.268,7.483,7.725,7.797
A_52_P375845,Ubn1,NM_026666,0.5894927,10.042,9.278,10.498,10.004,8.941,9.464
A_52_P401864,,BC021394,0.5894927,8.407,8.656,8.344,8.707,7.992,7.881
A_52_P534537,Ovgp1,NM_007696,0.5894927,6.622,6.527,6.559,6.456,6.747,6.918
A_52_P559618,Ifitm2,NM_030694,0.5894997,7.875,7.648,7.642,7.672,7.716,7.409
A_51_P279704,Rell1,NM_145923,0.5896692,8.137,8.632,8.009,8.467,8.436,8.445
A_52_P145066,Nkiras2,NM_028024,0.5899453,7.317,7.278,7.299,6.987,8.031,7.837
A_51_P242166,Lap3,NM_024434,0.5900386,13.309,13.609,13.294,13.274,13.697,13.829
A_52_P274960,Arhgap30,NM_001005508,0.5900386,7.588,7.778,7.797,7.396,7.872,7.364
A_51_P298514,Mapkap1,NM_177345,0.5900461,11.113,10.522,11.165,10.716,11.552,11.583
A_52_P137378,Prkaa2,NM_178143,0.5900637,9.663,9.752,9.348,10.264,9.811,9.469
A_52_P590392,Rab10,NM_016676,0.5900637,13.548,14.046,13.606,12.982,13.676,13.696
A_51_P279841,Blnk,NM_008528,0.5902096,11.435,11.69,11.757,12.461,9.974,9.923
A_51_P407638,Far1,AK013613,0.5902096,13.336,13.956,13.492,13.543,13.945,14.001
A_51_P467770,Snx19,NM_028874,0.5902096,11.225,11.543,11.603,11.492,11.686,11.582
A_52_P1187549,2310035P21Rik,AK009643,0.5902096,6.633,6.552,6.73,6.345,7.193,7.286
A_52_P379375,,,0.5902096,12.052,12.263,12.126,12.66,12.234,12.091
A_52_P546684,Paxip1,NM_018878,0.5902096,6.647,6.639,6.566,6.453,6.996,6.915
A_52_P618693,Ccl27a,NM_011336,0.5902096,12.34,12.757,12.094,13.245,12.311,12.638
A_52_P135885,,,0.5903155,7.854,7.52,7.861,7.73,7.018,7.71
A_52_P335984,Syne1,NM_001079686,0.5903155,10.613,9.955,10.717,9.491,12.523,12.258
A_51_P358817,Lsm12,AK151118,0.5903364,8.684,7.855,8.145,8.496,8.859,8.235
A_51_P412338,Vps41,NM_172120,0.5903723,13.116,13.016,13.05,12.882,13.453,13.398
A_51_P156218,Adgrf5,NM_001081178,0.5907191,8.512,8.907,8.559,9.087,8.89,8.579
A_52_P169082,Dbil5,NM_021294,0.5908035,7.513,7.665,7.424,8.26,7.564,7.523
A_52_P481770,,,0.5908868,13.476,14.274,14.058,13.696,13.679,13.72
A_51_P439452,Insig2,NM_133748,0.5909754,11.708,12.153,12.345,11.934,12.603,12.511
A_51_P151968,Eif2b5,NM_172265,0.591057,11.36,11.092,11.171,11.006,11.701,11.609
A_51_P394154,Ddx51,NM_027156,0.591057,10.627,10.435,11.081,10.875,10.884,10.962
A_51_P443293,Decr2,NM_011933,0.591057,9.893,9.274,9.852,9.445,10.369,10.261
A_52_P281659,Klf13,AK002926,0.591057,6.54,6.436,6.678,6.511,6.677,6.78
A_51_P519369,Agtpbp1,NM_023328,0.5911064,12.569,12.395,12.629,12.426,12.239,12.572
A_51_P233578,Rbck1,NM_019705,0.591124,11.902,11.502,11.731,11.312,12.579,12.528
A_51_P151576,Gp1bb,NM_001001999,0.591254,8.786,8.375,8.689,8.298,9.457,9.21
A_51_P383741,Bmp4,NM_007554,0.591254,7.851,7.631,7.472,7.248,7.675,7.533
A_52_P113522,A530058N18Rik,AK082668,0.591254,7.446,6.583,6.574,6.728,7.35,7.78
A_52_P114340,LOC101056073,BC086318,0.591254,7.662,7.865,6.987,7.559,6.77,7.141
A_52_P265666,Fyco1,AK013060,0.591254,9.677,9.267,9.513,10.106,8.245,8.196
A_52_P392721,Snx13,NM_001014973,0.591254,8.795,9.04,8.733,8.883,8.708,8.609
A_52_P481320,,,0.591254,13.224,12.715,13.873,13.021,13.97,14.389
A_52_P74576,Ccdc65,NM_153518,0.591254,6.395,6.418,6.631,6.709,6.47,6.57
A_51_P236197,Polr1a,NM_009088,0.5913072,11.453,11.942,11.904,11.979,12.058,11.788
A_51_P342556,Zfhx4,NM_030708,0.5913072,7.146,6.879,6.624,6.799,7.082,7.598
A_51_P374499,Tfb2m,NM_008249,0.5913072,10.489,11.076,10.89,11.596,10.863,10.882
A_51_P414762,Pkp4,NM_026361,0.5913072,13.762,14.171,13.643,13.733,13.409,13.826
A_52_P592007,Tfpi,NM_011576,0.5913072,6.661,7.257,7.32,7.39,7.313,7.186
A_51_P309618,Yae1d1,NM_025904,0.591356,10.538,10.987,9.957,10.776,10.951,10.676
A_51_P362881,Fbxo38,NM_134136,0.5913832,12.711,13.481,13.166,13.367,13.343,13.316
A_51_P184223,Pcdhb7,NM_053132,0.5914032,10.118,10.082,10.004,10.17,10.008,10.288
A_52_P425634,6820431F20Rik,NR_030708,0.5917851,12.603,13.147,12.443,11.77,12.336,12.915
A_51_P408430,Col24a1,NM_027770,0.5919402,6.47,6.885,6.531,6.435,6.972,7.383
A_52_P49250,Erbb2,NM_001003817,0.5919402,7.262,7.239,7.358,6.972,8.059,7.815
A_52_P585233,Ccpg1,NM_001114328,0.592063,12.137,12.472,11.662,11.47,12.061,11.869
A_51_P107934,Pak7,NM_172858,0.5920807,9.204,9.538,9.129,9.309,9.013,9.091
A_51_P382970,Itga9,NM_133721,0.5921383,8.086,9.308,9.512,9.653,8.984,9.787
A_52_P163928,Poldip2,NM_026389,0.5921383,12.019,11.398,12.225,11.532,12.74,12.81
A_52_P552062,Fgfr1,NM_010206,0.5921383,9.167,8.514,7.905,8.376,8.117,7.946
A_51_P100298,Stx3,NM_152220,0.5921407,6.691,6.71,6.896,6.642,7.079,7.032
A_51_P102355,Zbtb41,NM_172643,0.5921407,7.733,7.966,7.722,7.822,7.523,7.723
A_51_P138895,Ccdc102a,NM_001033533,0.5921407,8.904,8.994,9.15,8.904,9.349,9.25
A_51_P179480,4930539E08Rik,NM_172450,0.5921407,6.792,7.139,7.071,7.962,6.725,7.427
A_51_P186469,,,0.5921407,12.619,12.842,12.237,12.894,12.633,12.743
A_51_P349262,Mtx1,NM_013604,0.5921521,13.701,13.608,13.808,13.782,13.828,13.708
A_51_P226853,Gga1,NM_145929,0.5923708,9.637,9.778,9.289,9.276,10.279,10.2
A_51_P451574,Acot1,NM_012006,0.5924223,11.959,11.83,12.604,12.308,11.491,11.529
A_52_P323044,Hmgb1,NM_010439,0.5924223,11.389,11.653,10.703,11.013,11.188,10.504
A_52_P495869,Mafb,NM_010658,0.5924223,10.069,10.845,10.232,10.613,9.755,9.613
A_51_P183561,Csdc2,NM_145473,0.5924685,11.857,10.692,10.911,10.786,12.254,12.202
A_51_P261001,Mtf2,NM_013827,0.5924685,11.796,12.716,11.978,12.261,12.6,12.519
A_51_P493587,Zfp398,NM_027477,0.5924685,7.162,7.256,7.012,7.041,7.344,7.494
A_52_P285182,Donson,NM_021720,0.5924685,8.906,8.98,8.885,8.805,8.516,9.013
A_51_P384901,Mstn,NM_010834,0.5925036,6.455,6.69,6.463,6.92,6.52,6.598
A_51_P427934,Megf8,NM_001160400,0.5925036,13.096,13.371,13.681,13.207,13.787,14.046
A_52_P243249,Mapk3,NM_011952,0.5925036,13.418,12.442,12.709,12.438,12.532,12.703
A_52_P293546,Kif3b,NM_008444,0.5925036,9.413,9.666,9.503,9.551,9.625,9.641
A_52_P479958,Gapdh,NM_008084,0.5925036,16.536,15.617,15.652,15.408,15.498,15.899
A_52_P491554,Zfp759,NM_172392,0.5925036,7.978,8.115,7.372,7.552,7.561,7.665
A_52_P607936,Grm7,NM_177328,0.5925036,7.089,7.173,7.253,7.68,7.306,7.073
A_52_P6253,Rufy3,NM_027530,0.5925036,11.428,11.609,11.474,11.261,11.89,12.189
A_52_P101221,Ago2,NM_153178,0.592507,8.937,8.266,8.547,8.19,9.347,9.665
A_52_P274718,,,0.5926234,10.21,9.173,10.263,9.276,9.322,9.857
A_51_P155574,Pura,NM_008989,0.5926462,14.313,13.969,14.107,13.733,14.961,14.934
A_51_P336391,Tmem18,NM_172049,0.5926462,12.725,13.271,13.351,13.606,13.16,13.286
A_51_P507410,Hmgcr,NM_008255,0.5927093,9.955,9.466,10.107,10.192,9.947,10.004
A_52_P6328,Nampt,NM_021524,0.5927093,9.172,9.901,8.959,9.371,9.022,8.516
A_51_P109888,Coro1b,NM_011778,0.5927891,9.632,9.37,9.737,8.998,10.873,10.656
A_51_P416387,Morf4l2,NM_019768,0.5927891,15.966,15.862,16.064,15.961,16.119,16.032
A_51_P174542,Zbtb24,NM_153398,0.5928272,8.859,9.063,8.434,8.557,9.69,9.23
A_52_P1036244,,AK032183,0.5928272,6.739,6.702,6.579,6.476,6.495,6.75
A_52_P268713,Kcnh1,NM_010600,0.5928514,9.284,9.382,9.105,8.434,9.354,9.127
A_51_P419464,Rmnd5a,NM_024288,0.5929953,10.074,10.043,9.701,9.501,10.75,10.97
A_52_P287328,Armc6,NM_133972,0.5929953,8.203,7.686,8.391,7.894,8.671,8.73
A_52_P561161,Dennd5b,NM_177192,0.5929953,7.07,6.935,6.981,6.788,7.333,7.543
A_51_P219061,Oxa1l,NM_026936,0.5930093,9.598,9.599,9.463,9.355,9.85,10.175
A_51_P121829,Cyth2,NM_011181,0.5930181,10.394,10.23,10.434,10.153,10.759,10.787
A_51_P363914,Cct2,NM_007636,0.593027,14.616,14.56,14.643,14.535,14.747,14.771
A_51_P158018,Bend5,NM_026279,0.5930446,10.666,10.857,10.742,11.161,9.977,9.911
A_51_P446192,Esf1,NM_001081090,0.5930715,11.626,11.608,12.033,11.335,12.561,12.749
A_51_P492446,Ldah,NM_172401,0.5932906,12.284,12.461,11.835,12.143,12.018,11.785
A_51_P441618,Snrnp35,NM_029532,0.5933127,11.256,11.375,11.055,11.272,10.929,11.081
A_51_P484020,Cd300c2,NM_134158,0.5934446,9.319,9.581,9.771,9.467,9.426,9.383
A_51_P420600,,,0.5934688,8.136,8.251,7.756,8.429,7.286,7.143
A_52_P580608,Plekha4,NM_148927,0.5934696,8.505,8.663,8.484,8.114,9.533,9.328
A_51_P167803,Pde1b,NM_008800,0.5936108,13.864,13.815,13.442,13.726,13.454,13.467
A_51_P393634,Msrb1,NM_013759,0.5936108,12.847,12.495,13.195,13.106,12.875,13.229
A_51_P401628,Gpatch2,AK017975,0.5936108,7.044,7.305,6.991,6.934,7.885,7.384
A_51_P466478,Ptprf,NM_011213,0.5936108,11.8,12.138,11.753,11.573,12.564,12.627
A_52_P305182,Ccdc32,NM_199310,0.5936108,12.636,13.258,13.193,12.905,12.735,12.844
A_51_P117835,Olfr933,NM_146441,0.5936681,7.864,8.351,8.077,7.864,8.548,8.82
A_51_P273378,Apc,NM_007462,0.5936681,12.294,12.8,12.445,12.479,12.208,12.351
A_51_P435704,Tnni1,NM_021467,0.5936681,7.805,7.312,7.395,7.335,7.97,7.986
A_51_P513682,Nuf2,NM_023284,0.5937067,9.267,9.201,9.099,9.144,9.53,9.261
A_52_P679247,AI504432,NR_033498,0.5937067,9.575,9.628,9.933,9.725,9.783,10.12
A_51_P422030,Ocel1,NM_029865,0.5937074,8.797,8.655,8.691,11.263,8.786,8.625
A_51_P274039,Crcp,NM_007761,0.5937314,11.537,11.632,11.305,11.575,11.288,11.13
A_52_P859333,,AK038213,0.5937358,7.32,7.831,7.186,7.598,7.507,7.924
A_51_P191586,Arpc1a,NM_019767,0.5938806,14.236,13.981,13.835,13.952,13.889,13.854
A_51_P273596,Sord,NM_146126,0.5938806,10.851,10.707,10.342,10.447,11.232,11.055
A_52_P248483,Zfx,NM_001044386,0.5938806,7.204,7.027,7.322,6.832,7.714,8.277
